timestamp,omega_x,omega_y,omega_z,alpha_x,alpha_y,alpha_z
607742579440363,0.0463653,0.822117,-0.104846,0.339987,8.3656,5.20037
607742583443063,0.0622478,0.861212,-0.117674,0.426181,8.31532,5.12135
607742587445729,0.075076,0.916801,-0.127448,0.488432,8.28658,5.08783
607742591448429,0.0738542,0.964449,-0.127448,0.579414,8.26982,4.92023
607742595451162,0.0714108,1.01149,-0.126837,0.57702,8.29856,4.79334
607742599453862,0.0738542,1.05241,-0.128059,0.533923,8.3225,4.71672
607742603456595,0.0591935,1.09945,-0.132335,0.471672,8.37757,4.63292
607742607459295,0.0481979,1.1135,-0.12928,0.351958,8.40869,4.53955
607742611461995,0.038424,1.12022,-0.132335,0.251399,8.45897,4.51081
607742615464728,0.0176546,1.11167,-0.131113,0.112531,8.45418,4.52997
607742619467428,0.00177212,1.09334,-0.138443,0.0287313,8.45897,4.56349
607742623470094,-0.015943,1.06035,-0.145774,-0.0478855,8.41588,4.58504
607742627472794,-0.0244951,1.0121,-0.158602,-0.136474,8.36081,4.63053
607742631475494,-0.0409884,0.937571,-0.162267,-0.256187,8.29856,4.72869
607742635478194,-0.0470971,0.866099,-0.170208,-0.344776,8.28658,4.75982
607742639480860,-0.0538166,0.790352,-0.163489,-0.469278,8.28898,4.78137
607742643483593,-0.0605361,0.691392,-0.138443,-0.6273,8.28898,4.81728
607742647486259,-0.0660339,0.618088,-0.109733,-0.852362,8.37517,4.85559
607742651488959,-0.07031,0.550893,-0.0798004,-0.976864,8.44461,4.86038
607742655491659,-0.0751969,0.453765,-0.0468137,-1.07503,8.48292,4.88911
607742659494325,-0.0831381,0.392068,0.00694248,-1.12291,8.49728,4.91066
607742663496958,-0.0819164,0.339534,0.0460379,-1.10855,8.55714,4.92263
607742667499624,-0.0898577,0.310212,0.0845224,-1.10855,8.59545,4.90347
607742671502324,-0.0977989,0.31571,0.132781,-1.04151,8.64573,4.86038
607742675505024,-0.0990206,0.341977,0.165157,-0.854756,8.70798,4.82925
607742679507757,-0.100853,0.381683,0.183483,-0.629694,8.68643,4.87474
607742683510423,-0.0996315,0.462928,0.197532,-0.416604,8.66249,4.96094
607742687513089,-0.0977989,0.532567,0.196922,-0.196331,8.60023,4.99685
607742691515789,-0.0990206,0.610758,0.195089,-0.0790111,8.53798,5.0184
607742695518489,-0.0916903,0.673677,0.176152,0.0287313,8.48531,5.05192
607742699521155,-0.0849707,0.754922,0.140111,0.105348,8.41588,5.13093
607742703523855,-0.0825273,0.812954,0.113844,0.227456,8.39672,5.1429
607742707526555,-0.0751969,0.858158,0.0839115,0.260976,8.40151,5.1429
607742711529188,-0.074586,0.903362,0.0631421,0.244216,8.43503,5.10938
607742715531821,-0.0666448,0.924743,0.027101,0.172388,8.45897,5.04953
607742719534487,-0.0666448,0.929629,0.00633162,0.131685,8.46855,4.98249
607742723537153,-0.0678665,0.930851,-0.0150487,0.124502,8.47813,4.93699
607742727539786,-0.0709208,0.927797,-0.0339855,0.0861939,8.51404,4.87474
607742731542486,-0.0758078,0.924743,-0.0547549,0.0814053,8.52601,4.8101
607742735545152,-0.079473,0.933905,-0.0688048,0.0550683,8.51404,4.74545
607742739547852,-0.0868033,0.942458,-0.0877416,0.0191542,8.49968,4.70236
607742743550552,-0.0947446,0.958951,-0.0944611,0.0143656,8.49249,4.68799
607742747553252,-0.110016,0.977888,-0.112176,0.0287313,8.46376,4.71672
607742751555952,-0.11979,0.990105,-0.132335,0.0311256,8.45658,4.69517
607742755558618,-0.130175,0.987051,-0.146996,-0.00478855,8.45897,4.71672
607742759561318,-0.146668,0.97239,-0.151272,-0.0861939,8.4877,4.74545
607742763563951,-0.164383,0.93696,-0.151882,-0.191542,8.52601,4.77897
607742767572784,-0.180877,0.895421,-0.148217,-0.304073,8.56672,4.79813
607742771575484,-0.205311,0.855715,-0.15005,-0.430969,8.63615,4.86517
607742775578184,-0.217529,0.820895,-0.141498,-0.464489,8.6984,4.87474
607742779580884,-0.236465,0.773248,-0.112787,-0.524346,8.77262,4.8532
607742783583584,-0.25418,0.751868,-0.0932394,-0.598569,8.92107,4.81249
607742787586284,-0.272506,0.735374,-0.0694157,-0.66082,9.02402,4.767
607742791592517,-0.292054,0.71094,-0.0468137,-0.663214,9.06712,4.71433
607742795595217,-0.309158,0.699944,-0.0309312,-0.598569,9.02402,4.64489
607742799597883,-0.320154,0.690781,-0.0345964,-0.557866,8.92346,4.64729
607742803600549,-0.327484,0.684062,-0.0376507,-0.474066,8.84206,4.67841
607742807603249,-0.332982,0.670012,-0.0510897,-0.407027,8.69361,4.78137
607742811605949,-0.336036,0.659016,-0.0639179,-0.371113,8.58348,4.91545
607742815608615,-0.327484,0.651686,-0.0895742,-0.332804,8.45418,5.00643
607742819611348,-0.316489,0.655351,-0.107289,-0.342381,8.34644,5.12854
607742823614048,-0.294498,0.667568,-0.12867,-0.430969,8.25067,5.2674
607742827619814,-0.27495,0.681007,-0.142719,-0.466884,8.16687,5.37515
607742831622547,-0.254791,0.696279,-0.15738,-0.488432,8.10701,5.4374
607742835625280,-0.227302,0.744537,-0.170819,-0.493221,8.05913,5.48768
607742839627980,-0.19737,0.792185,-0.174484,-0.445335,7.99688,5.51401
607742843630646,-0.179044,0.846552,-0.169598,-0.438152,8.04476,5.53796
607742847633346,-0.153388,0.894199,-0.148828,-0.488432,8.1142,5.49007
607742851636012,-0.148501,0.910082,-0.126837,-0.699128,8.24828,5.39191
607742855638712,-0.140559,0.907638,-0.10057,-0.89067,8.37996,5.33923
607742859641412,-0.13384,0.891756,-0.0614744,-1.05588,8.51404,5.28177
607742863647745,-0.143614,0.853271,-0.0150487,-1.18277,8.62657,5.23149
607742867650411,-0.151555,0.826393,0.00510989,-1.33122,8.73192,5.16206
607742871653111,-0.153999,0.789741,0.0338206,-1.35037,8.78938,5.14769
607742875661011,-0.164994,0.753089,0.0625312,-1.2953,8.73192,5.10699
607742879663711,-0.171103,0.732931,0.0716942,-1.15883,8.66009,5.02079
607742883666411,-0.177211,0.704831,0.0698616,-1.0056,8.54277,5.02558
607742887667677,-0.167438,0.664514,0.05459,-0.847573,8.43024,5.07347
607742891670343,-0.153999,0.644966,0.0374857,-0.701523,8.28898,5.18121
607742895673009,-0.144225,0.626029,0.0252684,-0.670397,8.24588,5.23867
607742899681675,-0.135062,0.607703,0.0203815,-0.701523,8.19081,5.26262
607742903684375,-0.11246,0.611979,0.0130511,-0.770957,8.21476,5.27219
607742907687041,-0.102686,0.618088,0.00266643,-0.885882,8.25546,5.30092
607742911692707,-0.0904685,0.629695,0.0124403,-1.03193,8.28898,5.28656
607742915695373,-0.0764186,0.635192,0.0173272,-1.19474,8.28898,5.26501
607742919698073,-0.0635905,0.639468,0.0234358,-1.31685,8.28898,5.24825
607742923700806,-0.0605361,0.641912,0.0301554,-1.39826,8.29616,5.25304
607742927703472,-0.0623687,0.644355,0.0490922,-1.42459,8.34405,5.21473
607742931706105,-0.0617579,0.650464,0.0759703,-1.55149,8.39912,5.16684
607742935715405,-0.0587035,0.64741,0.0924636,-1.66642,8.49728,5.06868
607742939718071,-0.0751969,0.65474,0.115676,-1.65205,8.5308,5.01601
607742943720737,-0.0721426,0.654129,0.124839,-1.56346,8.52362,4.9346
607742947720337,-0.0843599,0.648631,0.129116,-1.39826,8.49728,4.8532
607742951723003,-0.0935229,0.637636,0.127894,-1.26418,8.45418,4.82446
607742955725636,-0.0990206,0.615645,0.12545,-1.19474,8.39672,4.8077
607742959728302,-0.105129,0.573495,0.122396,-1.15883,8.3632,4.79334
607742963731002,-0.103297,0.540508,0.116287,-1.18277,8.31292,4.80531
607742967733702,-0.110627,0.503856,0.116898,-1.28094,8.32729,4.81728
607742971742502,-0.111849,0.451322,0.113844,-1.36474,8.35362,4.84122
607742975745202,-0.108184,0.418946,0.112622,-1.43178,8.33686,4.86517
607742979747835,-0.0996315,0.396344,0.11812,-1.4222,8.27222,4.90108
607742983746835,-0.0990206,0.391457,0.115676,-1.38868,8.24109,4.90587
607742987749535,-0.0849707,0.391457,0.121785,-1.37431,8.21236,4.92263
607742991752201,-0.0696991,0.396344,0.127894,-1.37192,8.20039,4.8939
607742995749667,-0.0599253,0.400009,0.135835,-1.40065,8.18842,4.86756
607742999752367,-0.0415993,0.420779,0.151107,-1.47248,8.20997,4.88193
607743003755067,-0.029382,0.439715,0.162102,-1.59459,8.23391,4.82446
607743007753000,-0.025106,0.456209,0.182261,-1.62332,8.25067,4.75503
607743011755700,-0.0183864,0.46415,0.196311,-1.64487,8.27222,4.69278
607743015758400,-0.00800172,0.463539,0.204863,-1.65205,8.25067,4.62334
607743019761233,-0.00983432,0.459263,0.212804,-1.66163,8.27461,4.58743
607743023763933,-0.0104452,0.458652,0.215248,-1.60895,8.24588,4.57067
607743027766666,-0.00128221,0.460485,0.21708,-1.54431,8.26982,4.54194
607743031762832,-0.00433653,0.466594,0.202419,-1.41023,8.26025,4.50842
607743035765532,-6.04757E-005,0.475756,0.190202,-1.32882,8.25307,4.52279
607743039768232,0.00177212,0.462317,0.159659,-1.23545,8.20518,4.58264
607743043770865,0.0103242,0.43605,0.126672,-1.10855,8.12617,4.71672
607743047773565,0.0170438,0.393901,0.0936854,-1.0056,8.0711,4.79813
607743051776265,0.0243741,0.352362,0.0484813,-0.952921,7.98251,4.82925
607743055772365,0.0323154,0.311434,0.00205556,-0.976864,7.92744,4.86517
607743059775031,0.043311,0.297995,-0.0376507,-0.998413,7.90111,4.93221
607743063777731,0.05675,0.297995,-0.085909,-0.996018,7.84843,5.00403
607743067780397,0.0628586,0.313266,-0.127448,-1.02236,7.8221,4.96094
607743071783063,0.0762977,0.323651,-0.147606,-1.09897,7.79815,4.96812
607743075787929,0.0738542,0.338923,-0.166543,-1.23545,7.82928,4.92981
607743079790629,0.0744651,0.35847,-0.172652,-1.39107,7.87956,4.87474
607743083793329,0.0640804,0.382905,-0.163489,-1.62571,8.03998,4.77179
607743087795995,0.0463653,0.403674,-0.136,-1.82444,8.18603,4.57306
607743091792595,0.0262067,0.417113,-0.104846,-1.95852,8.32729,4.45575
607743095795261,-6.04757E-005,0.442159,-0.0517006,-2.0495,8.48531,4.33124
607743099797994,-0.0306037,0.47087,0.00449902,-2.17879,8.71516,4.08463
607743103800727,-0.0532058,0.509354,0.0509248,-2.23865,8.8229,3.90506
607743107803393,-0.0788621,0.535621,0.0894093,-2.25301,8.90431,3.88351
607743111806093,-0.109405,0.556391,0.127894,-2.06386,8.87318,3.99604
607743115808793,-0.120401,0.56311,0.137057,-1.8819,8.7822,4.10858
607743119811459,-0.136894,0.571662,0.132781,-1.65923,8.68164,4.2235
607743123814159,-0.137505,0.577771,0.10407,-1.4222,8.5715,4.29772
607743127816892,-0.138727,0.586323,0.068029,-1.17559,8.38475,4.41983
607743131819558,-0.132618,0.607092,0.0258793,-1.05827,8.26504,4.48208
607743135822224,-0.128342,0.630916,-0.0370398,-0.981653,8.15729,4.53955
607743139818790,-0.120401,0.629084,-0.0877416,-0.972076,8.06152,4.63292
607743143821456,-0.106351,0.603427,-0.139054,-0.97447,7.97054,4.71912
607743147824089,-0.0941337,0.566165,-0.186091,-1.07264,7.91787,4.8077
607743151826755,-0.0825273,0.511187,-0.236793,-1.24981,7.9035,4.83644
607743155829421,-0.0806947,0.473313,-0.268558,-1.51558,7.89153,4.77658
607743159832087,-0.0666448,0.445213,-0.279553,-1.6736,7.89392,4.71912
607743163834820,-0.0568709,0.415281,-0.275888,-1.84599,7.93702,4.71912
607743167837553,-0.0605361,0.398787,-0.25634,-2.12851,8.06871,4.70714
607743171840253,-0.0580927,0.389014,-0.220299,-2.33681,8.198,4.59461
607743175842953,-0.0593144,0.362136,-0.187924,-2.49483,8.29137,4.55152
607743179845686,-0.0635905,0.302271,-0.139054,-2.62413,8.38954,4.5587
607743183848352,-0.0660339,0.247904,-0.103013,-2.67919,8.43264,4.63292
607743187851052,-0.0751969,0.196591,-0.0657505,-2.70553,8.49249,4.68081
607743191853785,-0.0800838,0.149554,-0.0138269,-2.71271,8.55474,4.71433
607743195854318,-0.0868033,0.13245,0.0203815,-2.69116,8.64333,4.77658
607743199857018,-0.0855816,0.117789,0.0374857,-2.56187,8.6146,4.88193
607743203859684,-0.0813055,0.113513,0.0564226,-2.40146,8.55714,5.01122
607743207862350,-0.0617579,0.115957,0.0533682,-2.13809,8.43982,5.24586
607743211865016,-0.0440428,0.109237,0.0448161,-1.94655,8.28898,5.41346
607743215867716,-0.0275494,0.11107,0.0264902,-1.7981,8.18603,5.50683
607743219870382,0.00604818,0.127563,-0.0022205,-1.71191,8.11899,5.56908
607743223873048,0.0378132,0.156274,-0.0236008,-1.62571,8.04476,5.63133
607743227875748,0.0573609,0.180709,-0.0388724,-1.57304,8.03758,5.67683
607743231878448,0.0946236,0.221026,-0.0596418,-1.60656,8.05674,5.62894
607743235881148,0.111728,0.247904,-0.0657505,-1.70712,8.13335,5.4781
607743239883814,0.131276,0.274171,-0.0718591,-1.82683,8.20039,5.34163
607743243886514,0.151434,0.288221,-0.0669722,-1.96091,8.23391,5.23628
607743247889147,0.170371,0.277225,-0.0626962,-2.08781,8.28419,5.11417
607743251891847,0.17709,0.244849,-0.0645287,-2.17879,8.35123,5.03995
607743255894580,0.175258,0.213084,-0.0565875,-2.27935,8.37278,4.96333
607743259897246,0.181977,0.185596,-0.0523114,-2.31048,8.37517,4.86996
607743263899946,0.180756,0.180709,-0.0523114,-2.30569,8.40151,4.80292
607743267902646,0.17709,0.180098,-0.063307,-2.24583,8.38236,4.80531
607743271905312,0.171593,0.182541,-0.0602527,-2.14766,8.37757,4.81489
607743275907978,0.171593,0.1746,-0.0736917,-2.0064,8.37996,4.86038
607743279910678,0.163651,0.168491,-0.0822438,-1.92979,8.41348,4.92742
607743283913344,0.157543,0.170324,-0.0944611,-1.94176,8.46376,4.94657
607743287916010,0.154488,0.178876,-0.10057,-1.96331,8.47813,4.97051
607743291918710,0.148991,0.186817,-0.103013,-1.95612,8.50686,5.01122
607743295921376,0.140439,0.18865,-0.11462,-1.94176,8.47813,5.0184
607743299924009,0.141049,0.201478,-0.125615,-1.92979,8.42306,5.03755
607743303926675,0.145325,0.250958,-0.12867,-1.92021,8.40869,5.05431
607743307929341,0.153267,0.291886,-0.131724,-1.93218,8.39912,5.07347
607743311932007,0.159375,0.340755,-0.142109,-1.93457,8.37278,5.04953
607743315934673,0.166095,0.384738,-0.156159,-1.9226,8.29616,5.02558
607743319937339,0.174036,0.411616,-0.156769,-2.0088,8.28898,4.94897
607743323940039,0.175258,0.416503,-0.164711,-2.07823,8.25067,4.88671
607743327942772,0.172814,0.385348,-0.174484,-2.18837,8.24109,4.83883
607743331945438,0.170982,0.346253,-0.175095,-2.3847,8.24109,4.79334
607743335948071,0.156932,0.304103,-0.158602,-2.52117,8.26743,4.68799
607743339950737,0.144104,0.249736,-0.153715,-2.62173,8.3225,4.58504
607743343953437,0.108674,0.189872,-0.131724,-2.66962,8.39193,4.45096
607743347956103,0.0866824,0.156274,-0.115841,-2.71271,8.44461,4.21632
607743351958769,0.0530848,0.136115,-0.0975155,-2.67201,8.52841,4.01041
607743355961469,0.0103242,0.142224,-0.0798004,-2.593,8.58348,3.84521
607743359964169,-0.025106,0.171546,-0.0706374,-2.40146,8.64333,3.71352
607743363966835,-0.0587035,0.225302,-0.0608636,-2.3009,8.66249,3.65606
607743367969535,-0.0831381,0.278447,-0.0553658,-2.26977,8.66009,3.6393
607743371972201,-0.118568,0.331592,-0.0614744,-2.28174,8.65051,3.73267
607743375974834,-0.139949,0.364579,-0.0681939,-2.26977,8.61221,3.89549
607743379977534,-0.156442,0.384738,-0.0895742,-2.23386,8.54038,4.05351
607743383980234,-0.167438,0.395122,-0.122561,-2.22668,8.44461,4.27378
607743387982900,-0.164383,0.384127,-0.155548,-2.19555,8.24109,4.62813
607743391985600,-0.149112,0.346253,-0.190367,-2.12851,8.08786,4.94178
607743395988333,-0.130786,0.296773,-0.236793,-2.12851,7.9466,5.25783
607743399990966,-0.10574,0.279058,-0.27711,-2.23625,7.87477,5.46134
607743403993666,-0.0776404,0.288832,-0.293603,-2.36794,7.82928,5.53796
607743407996366,-0.0532058,0.314488,-0.297879,-2.47807,7.84125,5.61218
607743411999032,-0.0122778,0.366412,-0.297879,-2.53554,7.81731,5.66246
607743416001732,0.0164329,0.41467,-0.280775,-2.66004,7.86759,5.61697
607743420004465,0.0445327,0.462928,-0.25573,-2.8037,7.92984,5.53556
607743424007131,0.0769085,0.514241,-0.207471,-2.97369,7.99927,5.40388
607743428009831,0.101954,0.542952,-0.175095,-3.12692,8.05913,5.24346
607743432012531,0.12028,0.56311,-0.133557,-3.20115,8.12617,5.13333
607743436015231,0.142271,0.571662,-0.0962937,-3.28016,8.1956,4.96573
607743440017897,0.158764,0.568608,-0.0321529,-3.34959,8.30334,4.77658
607743444020597,0.168538,0.552726,0.00510989,-3.41663,8.33926,4.5587
607743448023263,0.175258,0.536232,0.0387075,-3.41184,8.35123,4.45096
